PIT TAG,DATE,Time,RESEARCHER,RECAP,SPECIES,WEATHER,CLOUD COV,AIR TEMP,GROUND TEM,DET,BEHAVIOUR,MACRO HAB,MICRO HAB,LOCATION,Easting,Northing,SITE,DEN,PILLOW,SVL,S+B,BAG,MASS,SEX,AGE CLASS,REPRO,BLOOD 1,BLOOD 1 TI,BLOOD 2,BLOOD 2 TI,SCALE,DIST BUI,DIST RD,DIR BUI,DIR RD,RELOC,REL TIME,REL DAY,REL LOC,DAY CAP,COMMENTS
4c132e3b53,4/6/2016,12:30,JRM/JH,TRUE,RATTLESNAKE,SUNNY,2,18.8,17.6,SIGHT,BASKING,TALUS,on rocks,Den 6,322933,5435288,SOUTH,DEN 6,14,71.5,487,75,406,MALE,ADULT,N/A,,,,,,>100,>100,S,S,FALSE,12:41,same as cap,Den 6,0,
0a180d5f38,4/6/2016,12:30,JRM/JH,TRUE,RATTLESNAKE,SUNNY,2,18.8,17.6,SIGHT,BASKING,TALUS,on rocks,Den 6,322933,5435288,SOUTH,DEN 6,15,74.7,420,89,331,MALE,ADULT,N/A,,,,,,>100,>100,S,S,FALSE,13:01,17-Apr,Den 6,11,SWAB 010. looks good after surg
989001004384287,4/6/2016,12:30,JRM/JH,FALSE,RATTLESNAKE,SUNNY,2,18.8,17.6,SIGHT,BASKING,TALUS,on rocks,Den 6,322933,5435288,SOUTH,DEN 6,79,77.8,654,94,560,MALE,ADULT,N/A,,,,,,>100,>100,S,S,FALSE,12:55,same as cap,Den 6,0,
989001004384234,4/6/2016,12:30,JRM/JH,FALSE,GOPHERSNAKE,SUNNY,2,18.8,17.6,SIGHT,MOVING,TALUS,on rocks,Den 6,322933,5435288,SOUTH,,,96.1,,445,,MALE,ADULT,N/A,,,,,,>100,>100,S,S,FALSE,13:22,same as cap,Den 6,0,missing left eye
989001004384272,4/6/2016,15:50,JRM/JH,FALSE,RATTLESNAKE,SUNNY,2,23.5,23.6,SIGHT,BASKING,TALUS,on rocks,Den 6,322933,5435288,SOUTH,DEN 6,28,61.2,276,107,169,MALE,ADULT,N/A,,,,,,>100,>100,S,S,FALSE,9:00,17-Apr,Den 6,11,GOLF. Swab 013
989001004384253,4/6/2016,15:50,JRM/JH,FALSE,RATTLESNAKE,SUNNY,2,23.5,23.6,SIGHT,BASKING,TALUS,on rocks,Den 6,322933,5435288,SOUTH,DEN 6,66,70.1,331,98,233,MALE,ADULT,N/A,,,,,,>100,>100,S,S,FALSE,9:00,17-Apr,Den 6,11,ECHO. Swab 008
989001004384280,4/6/2016,15:50,JRM/JH,FALSE,RATTLESNAKE,SUNNY,2,23.5,23.6,SIGHT,BASKING,TALUS,on rocks ,Den 6,322933,5435288,SOUTH,DEN 6,60,56.2,255,110,145,FEMALE,ADULT,NON-GRAVID,,,,,,>100,>100,S,S,FALSE,16:28,4-Apr,Den 6,0,
4a655f7a72,4/6/2016,15:50,JRM/JH,TRUE,RATTLESNAKE,SUNNY,2,23.5,23.6,SIGHT,BASKING,TALUS,on rocks,Den 6,322933,5435288,SOUTH,DEN 6,36,55.8,215,70,145,FEMALE,ADULT,NON-GRAVID,,,,,,>100,>100,S,S,FALSE,16:41,4-Apr,Den 6,0,
4845663a49,4/6/2016,17:01,JRM/JH,TRUE,RATTLESNAKE,SUNNY,1,23,22.8,SIGHT,BASKING,GOLF COURSE,open ground near rock cover,7th tee shed site,322682,5435074,SOUTH,,44,63.8,335,97,238,FEMALE,ADULT,NON-GRAVID,,,,,,>100,>100,S,S,FALSE,17:23,4-Apr,same as cap,0,reently fed?
4c132e7c27,4/7/2016,13:11,JRM/JH,TRUE,RATTLESNAKE,SUNNY,2,21.6,22,SOUND,BASKING,TALUS,under rock overhand,side slope 15m N Den 27,320852,5437481,NORTH,DEN 27,purple,75.2,307,74,233,FEMALE,ADULT,NON-GRAVID,,,,,,>100,>100,NW,NW,FALSE,13:32,7-Apr,same as cap,0,
989001004384244,4/7/2016,13:40,JRM/JH,FALSE,RATTLESNAKE,SUNNY,2,21.8,22.4,SIGHT,BASKING,TALUS,among rocks,Den 27,320852,5437481,NORTH,Den 27,71,70.5,279,60,219,MALE,ADULT,N/A,,,,,,>100,>100,NW,NW,FALSE,10:05,20-Apr,den 27,13,"HOTEL . Basking w 4 other snakes, could not catch. "
989001004384219,4/7/2016,14:52,JRM/JH,FALSE,RATTLESNAKE,SUNNY,1,20.7,22.1,SIGHT,BASKING,TALUS,under rock overhand,Den 26,320934,5437180,NORTH,Den 26,ps I love you ,61,247,103,144,MALE,ADULT,N/A,,,,,,>100,>100,NW,NW,FALSE,15:15,7-Apr,same as cap,0,
989001004384251,4/7/2016,14:52,JRM/JH,FALSE,RATTLESNAKE,SUNNY,1,20.7,22.1,SIGHT,BASKING,TALUS,rock overhang,Den 26,320934,5437180,NORTH,DEN 26,72,62.4,267,107,160,MALE,ADULT,N/A,,,,,,>100,>100,NW,NW,FALSE,10:05,20-Apr,den 26,13,INDIA
4c3b6e2822,4/7/2016,16:38,JRM/JH,TRUE,RATTLESNAKE,SUNNY,1,19.6,21.1,SIGHT ,BASKING ,TALUS,in rock crack,D1,322836,5434896,SOUTH,D1,61,61.8,346,85,261,FEMALE,ADULT,OVA DETECTED,,,,,,>100,>100,W,W,FALSE,16:52,7-Apr,same as cap,0,4 ova 
4c165e5674,4/7/2016,17:15,JRM/JH,TRUE,RATTLESNAKE,SUNNY,0,20.3,22.7,SIGHT,BASKING,TALUS,on rocks,Den 6,322933,5435288,SOUTH,den 6,62,70.1,407,91,317,MALE,ADULT,N/A,,,,,,>100,>100,S,S,FALSE,9:32,17-Apr,same as cap,10,LOU. Swab 006
989001004384299,4/7/2016,17:15,JRM/JH,FALSE,RATTLESNAKE,SUNNY,0,20.3,22.7,SIGHT,BASKING,TALUS,on rocks,Den 6,322933,5435288,SOUTH,den 6,79,69.5,325,97,228,MALE,ADULT,N/A,,,,,,>100,>100,S,S,FALSE,9:32,17-Apr,same as cap,10,DELTA. Swab 009
989001004384330,4/7/2016,17:15,JRM/JH,FALSE,RATTLESNAKE,SUNNY,0,20.3,22.7,SIGHT,BASKING,TALUS,on rocks,Den 6,322933,5435288,SOUTH,den 6,77,73.4,277,81,196,MALE,ADULT,N/A,,,,,,>100,>100,S,S,FALSE,9:32,17-Apr,same as cap,10,BRAV0. swab 007
454b6b0f2a,4/8/2016,13:06,JRM,TRUE,RATTLESNAKE,SUNNY,1,22.3,22.8,SIGHT,BASKING,TALUS,on rock,den 6,322933,5435288,SOUTH,den 6,36,69,266,71,195,MALE,ADULT,N/A,,,,,,>100,>100,S,S,FALSE,9:32,17-Apr,same as cap,9,FOXTROT. Swab 005
989001004384310,4/8/2016,13:06,JRM,FALSE,RATTLESNAKE,SUNNY,1,22.3,22.8,SIGHT,BASKING,TALUS,on rocks ,Den 6,322933,5435288,SOUTH,den 6,44,64.7,283,98,185,MALE,ADULT,N/A,,,,,,>100,>100,S,S,FALSE,9:32,17-Apr,same as cap,9,CHARLIE. Swab 011
989001004384286,4/10/2016,11:50,JRM,FALSE,RATTLESNAKE,SUNNY,0,18.5,19.5,SIGHT,BASKING,TALUS,open rocks,Den 27,320852,5437481,NORTH,den 27,14,64.7,257,78,179,MALE,ADULT,N/A,,,,,,>100,>100,NW,NW,FALSE,10:05,20-Apr,same as cap,10,KILO
0a13677615,4/11/2016,12:50,JRM/VB,TRUE,RATTLESNAKE,SUNNY,3,18.9,17.6,SIGHT,BASKING,TALUS,on rocks,den 6,322933,5435288,SOUTH,den 6,ps I love you ,66.2,273,103,170,MALE,ADULT,N/A,,,,,,>100,>100,S,S,FALSE,9:32,17-Apr,same as cap,9,ALPHA. Swab 012
989001004384289,4/12/2016,13:06,JRM,FALSE,RATTLESNAKE,SUNNY,8,22,24.1,SIGHT,COILED,TALUS,on rocks,den 27,320852,5437481,NORTH,den 27,64,72.3,362,75,287,MALE,ADULT,N/A,,,,,,>100,>100,NW,NW,FALSE,10:05,20-Apr,same as cap den 27,,
989001004384247,4/16/2016,12:30,JRM/SAW,FALSE,GOPHERSNAKE,SUNNY,4,20.5,19.2,SIGHT,MOVING,GRASSLAND,open ground,den 6 gulley,322880,5435103,SOUTH,,60,74.3,310,109,201,FEMALE,ADULT,NON-GRAVID,,,,,,>100,>100,S,S,FALSE,13:10,16-Apr,same as cap,0,got stuck in tube. 
989001004384268,4/16/2016,13:30,JRM/SAW,FALSE,RATTLESNAKE,SUNNY,3,20.6,19.8,SIGHT,BASKING,TALUS,on rocks,den 6,322933,5435288,SOUTH,den 6,61,35.2,118,80,38,MALE,JUVENILE,N/A,,,,,,>100,>100,S,S,FALSE,13:51,16-Apr,same as cap,0,
484e094c24,4/16/2016,13:30,JRM/SAW,TRUE,RATTLESNAKE,SUNNY,3,20.6,19.8,SIGHT,BASKING,TALUS,on rocks,den 6,322933,5435288,SOUTH,den 6,,71,303,80,223,MALE,ADULT,N/A,,,,,,>100,>100,S,S,FALSE,14:02,16-Apr,same as cap,0,swab 001
4a245b3c14,4/16/2016,14:28,JRM/SAW,TRUE,RATTLESNAKE,SUNNY/CLOUDY,6,21.2,20.3,SIGHT,BASKING,TALUS,on rocks,approx 30m s den 6,322968,5435272,SOUTH,,60,91,635,90,545,MALE,ADULT,N/A,,,,,,>100,>100,S,S,FALSE,14:41,16-Apr,same as cap,,swab 002
989001004384262,4/16/2016,14:28,JRM/SAW,FALSE,RATTLESNAKE,SUNNY/CLOUDY,6,21.2,20.3,SIGHT,COILED,TALUS,under rocks,approx 30m s den 6,322968,5435272,SOUTH,,61,69.8,312,80,232,MALE,ADULT,N/A,,,,,,>100,>100,S,S,FALSE,15:00,16-Apr,same as cap,0,swab 003
989001004384327,4/16/2016,15:40,JRM/SAW,FALSE,RATTLESNAKE,SUNNY/CLOUDY,7,20.8,20.5,SIGHT,BASKING,TALUS,on rocks,above den 6,322933,5435288,SOUTH,den 6,,46.3,180,107,73,FEMALE,JUVENILE,NON-GRAVID,,,,,,>100,>100,S,S,FALSE,16:00,16-Apr,same as cap,0,swab 004
989001004384249,4/16/2016,17:00,JRM/SAW,FALSE,GOPHERSNAKE,SUNNY,2,22.8,23.2,SIGHT,MOVING,GOLF COURSE,cart path,3rd tee box,322327,5434923,SOUTH,,,90.5,385,82,303,MALE,ADULT,N/A,,,,,,>100,>100,W,W,FALSE,17:10,16-Apr,near cap,0,
989001004384292,4/19/2016,14:51:48,JRM/JH,FALSE,RATTLESNAKE,SUNNY,1,33.6,32.8,SIGHT,COILED,TALUS,under rock overhang,D2 den,323235.1901,5434753.727,SOUTH,D2,15,75.6,344,91,253,MALE,ADULT,N/A, , , , , ,>100,>100,W,W,FALSE,1030,28-Apr,same as cap,9,fresh scaring on back and stomach
0a180d5f3a,4/19/2016,16:28:54,JRM/JH,TRUE,RATTLESNAKE,SUNNY,3,33.3,34.1,SIGHT,MOVING,GOLF COURSE,open fairway,middle 6 fairway,322521.5621,5434959.354,SOUTH, ,68,58,283,144,139,FEMALE,ADULT,NON GRAVID, , , , , ,>100,>100,E,E,FALSE,12:07,26-Apr,same as cap,19-Apr, 
989001004384239,4/21/2016,16:02:38,JRM/JH,FALSE,RATTLESNAKE,SUNNY/CLOUDY,5,29.3,28.8,SIGHT,MOVING,GOLF COURSE,open fairway,fairway 7,322681.0453,5434982.813,SOUTH, ,77,58.1,211,72,139,FEMALE,ADULT,NON GRAVID, , , , , ,>100,>100,N/A,W,FALSE,12:30,26-Apr,same as cap.,21-Apr,crossing the fairway
989001004384290,4/21/2016,17:20:14,JRM,TRUE,GOPHER SNAKE,SUNNY,2,0,0,SIGHT,MOVING,RESIDENTIAL,gravel,centre courtyard,322124.9783,5434895.547,SOUTH, ,36,80.4,241,70,171,MALE,ADULT,N/A, , , , , ,<10,ON ROAD,N/A,N/A,FALSE,8:52 AM,27-Apr,high desert,21-Apr, 
0a180d5f3d,4/22/2016,13:31:28,JRM/JH,TRUE,RATTLESNAKE,SUNNY/CLOUDY,8,21.6,20.9,SIGHT,MOVING,GOLF COURSE,open grass,b/w fairway 5 and 6,322471.9694,5434867.312,SOUTH, ,ps i love you,54.6,196,103,93,FEMALE,SUB-ADULT,NON GRAVID, , , , , ,>100,>100,E,E,FALSE,12:01,26-Apr,same as cap.,22-Apr, 
0a180d5f39,4/23/2016,13:11:59,JRM,TRUE,RATTLESNAKE,SUNNY,4,27.3,27.8,SOUND,BASKING,GOLF COURSE,beside rock,7th tee box rocks,322699.3719,5435031.529,SOUTH, ,60,56.2,267,109,158,MALE,ADULT,N/A, , , , , ,>100,>100,S,S,FALSE,1046,1-May,same as Cap,8,Hudson
989001004384233,4/25/2016,13:53:59,JRM,TRUE,RATTLESNAKE,SUNNY,2,19.8,20.7,SIGHT,BASKING,GOLF COURSE,on rocks,7th tee rocks,322694.8179,5435012.399,SOUTH, ,62,56.2,249,91,158,FEMALE,ADULT,N/A, , , , , ,>100,>100,SE,SE,FALSE,12:30,26-Apr,same as cap.,25-Apr, 
0a180d5f74,4/26/2016,9:30:00,MAINTENANCE,TRUE,RATTLESNAKE,UNKNOWN,UNKOWN,0,0,UNKNOWN,UNKNOWN,CAMPGROUND, ,behind office,321701.6596,5434442.545,SOUTH, ,44,64.1,287,98,189,MALE,ADULT,N/A, , , , , ,<10,<10,E,E,FALSE,852am,27-Apr,high desert,26-Apr,cap. by campground maintenance
989001004384266,4/27/2016,9:52:43,JRM/CH/KH,FALSE,RATTLESNAKE,SUNNY,7,17.6,18.8,SIGHT,BASKING,SHRUB STEPPE,on dirt road,north desert,320884.769,5436453.52,NORTH, ,99,53.3,198,70,128,FEMALE,ADULT,NON GRAVID, , , , , ,>100,ON ROAD,W,N/A,FALSE,1010,apriil 27,same as cap,27-Apr,stupid cole almost grabbed it
989001005040834,4/21/2016,12:54:00,JH,FALSE,GOPHER SNAKE,UNKNOWN,UNKOWN,0,0,SIGHT,UNKNOWN,GOLF COURSE,cultural centre,cultural centre,322129.1582,5434949.132,SOUTH, ,28,90.2,382,110,272,MALE,ADULT,N/A, , , , , ,<10,<10,N,SW,TRUE,8:40,27-Apr,high desert,21-Apr, 
989001004384236,4/28/2016,9:46:47,JRM/CH,FALSE,RACER,SUNNY,3,16.9,18,SIGHT,MOVING,SHRUB STEPPE,open grasd,gulley above dev site,322855.6132,5434951.496,SOUTH, ,62,55.6,164,92,72,MALE,ADULT,N/A, , , , , ,>100,>100,W,W,FALSE,10:04,27-Apr,same as cap,27-Apr, 
989001004384304,4/28/2016,11:31:49,JRM/CH,FALSE,RATTLESNAKE,SUNNY,3,18,17.9,SIGHT,BASKING,SHRUB STEPPE,open ground,above dev den,323181.6572,5434975.314,SOUTH, ,64,31.2,92,70,22,FEMALE,JUVENILE,N/A, , , , , ,>100,>100,SW,SW,FALSE,1140,28-Apr,same as cap,0, 
989001004384288,4/28/2016,13:24:24,JRM/CH,FALSE,GOPHER SNAKE,SUNNY,4,26.2,26.1,SIGHT,MOVING,CONSTRUCTION,ground along fence,NE dev fence,322609.8032,5434802.944,SOUTH, ,72,84,311,107,204,MALE,ADULT,N/A, , , , , ,Oct-50,<10,S,E,FALSE,1343,28-Apr,same as cap,0,moving with another gopher snake
4c3d3df07,4/28/2016,13:24:43,JRM/CH,TRUE,GOPHER SNAKE,SUNNY,4,26.2,26.1,SIGHT,MOVING,CONSTRUCTION,against fence,NE dev fence,322609.0744,5434802.03,SOUTH, ,ps ii love you,94.1,323,101,231, ,ADULT, , , , , , ,Oct-50,<10,S,E,FALSE,1330,28-Apr,same as cap,0,caught  moving beside another gopher
989001004384235,4/30/2016,14:57:41,JRM/CH,FALSE,GOPHER SNAKE,SUNNY,1,21.7,20.3,SIGHT,MOVING,GOLF COURSE,fairway,hole 2 fairway,322299.8312,5434939.024,SOUTH, ,79,87,312,89,223,MALE,ADULT,N/A, , , , , ,75-100,75-100,E,E,FALSE,15:11,30-Apr,grass north #2,30-Apr,jared sniped from 50m
0a180d5f33,4/30/2016,15:52:23,JRM/CH,TRUE,GOPHER SNAKE,SUNNY,2,27.2,22.8,SIGHT,MOVING,GOLF COURSE,tall open grass,7th tee box,322685.6271,5435063.59,SOUTH, ,14,108.5,324,68,256,MALE,ADULT,N/A, , , , , ,>100,>100,SE,SE,FALSE,1600,30-Apr,same as cap,0, 
989001004384256,4/30/2016,16:20:54,JRM/CH,FALSE,RACER,SUNNY,3,24.1,24.8,SIGHT,BASKING,GOLF COURSE,open ground,7th teebox rocks,322700.3966,5434999.689,SOUTH, ,77,51,135,70,65,FEMALE,ADULT,NON GRAVID, , , , , ,>100,>100,S,S,FALSE,1627,30-Apr,same as cap,0, 
0a180d6006,4/30/2016,16:48:14,JRM/CH,TRUE,RATTLESNAKE,SUNNY,3,22.3,24.1,SIGHT,COILED,GOLF COURSE,antelopebrush,along 7 fairway 50m N dev site,322670.6943,5434932.629,SOUTH, ,77,54,178,79,99,FEMALE,ADULT,NON GRAVID, , , , , ,75-100,75-100,S,S,FALSE,1656,30-Apr,same as cap,0, 
989001004384259,4/30/2016,17:10:30,JRM/CH,FALSE,RATTLESNAKE,SUNNY,1,25.6,23.5,SOUND,COILED,SHRUB STEPPE,sage brush,25m north dev site,322666.0544,5434904.462,SOUTH, ,68,53.1,183,139,44,FEMALE,JUVENILE,NON GRAVID, , , , , ,Oct-50,Oct-50,S,S,FALSE,17:26,30-Apr,same as cap,30-Apr, 
989001004384307,4/30/2016,17:46:53,JRM/CH,FALSE,RACER,SUNNY,1,23.1,23.6,SIGHT,MOVING,CONSTRUCTION,dirt along snake fence,west dev fence,322615.7482,5434815.907,SOUTH, ,79,56.4,173,95,78,MALE,SUB-ADULT,N/A, , , , , ,Oct-50,<10,W,W,FALSE,17:56,30-Apr,same as cap,30-Apr,moving along snake fence
989001005040873,4/30/2016,18:27:01,JRM/CH,FALSE,GOPHER SNAKE,SUNNY,0,24.7,25,SIGHT,MOVING,RESIDENTIAL,open ground,golf course front gate,322240.5016,5434643.564,SOUTH, ,79,85.6,326,79,247,MALE,ADULT,N/A, , , , , ,Oct-50,Oct-50,N,W,TRUE,1035,1-May,near 3 tee box,1, 
989001005040842,4/28/2016,15:20:00,MAINTENANCE,FALSE,GOPHER SNAKE,SUNNY,1,0,0,SIGHT,UNKNOWN,RESIDENTIAL,unknown,front drive cultural centre,322114.6834,5434877.104,SOUTH, ,28,100.5,470,108,362,MALE,ADULT,N/A, , , , , ,<10,<10,E,W,TRUE,10:01,1-May,high desert,28-Apr, 
0a13677575,4/30/2016,0:00:00,MAINTENANCE,TRUE,GOPHER SNAKE,SUNNY,1,0,0,SIGHT,UNKNOWN,RESIDENTIAL,unknown,villas b/w 7 and 8,322074.6928,5434795.989,SOUTH, ,28,92.2,383,108,275,MALE,ADULT,N/A, , , , , ,<10,<10,W,E,TRUE, 14:02,1-May,high desert,30-Apr, 
0a180d5f4a,4/29/2016,12:45:00,MAINTENANCE,TRUE,GOPHER SNAKE,SUNNY,1,0,0,SIGHT,UNKNOWN,RESIDENTIAL,unknown,spirit ridge b/w check in/cond,322151.225,5434667.998,SOUTH, ,61,85.2,351,81,270,FEMALE,ADULT,NON GRAVID, , , , , ,<10,<10,W,E,TRUE,10:01,1-May,high desert,29-Apr, 
989001005040874,5/2/2016,9:04:04,JRM/CH/KH,FALSE,RATTLESNAKE,SUNNY,0,19.8,18.9,SIGHT,BASKING,SHRUB STEPPE,dirt road going to North site,upslope from christian camp,321184.3474,5435984.432,NORTH, ,36,28.3,95,65,30,FEMALE,JUVENILE,N/A, , , , , ,>100,>100,W,W,FALSE,917,2-May,same as cap,0,neonate
989001004384240,5/2/2016,12:11:52,JRM/CH/KH,FALSE,RATTLESNAKE,SUNNY,0,26.6,24.4,SOUND,COILED,SHRUB STEPPE,under antelopebrush,north desert,320819.1249,5436993.685,NORTH, ,71,49,144,60,84,FEMALE,JUVENILE,NON GRAVID, , , , , ,>100,>100,NW,NW,FALSE,1221,2-May,same as cap,0, 
989001004384297,5/2/2016,14:36:24,JRM/CH/KH,FALSE,GOPHER SNAKE,SUNNY,2,28.6,26.5,SIGHT,MOVING,GOLF COURSE,fairway grass,5th teebox,322518.2126,5434695.467,SOUTH, ,15,75.7,277,80,197,FEMALE,ADULT,NON GRAVID, , , , , ,>100,>100,E,E,FALSE,1446,2-May,rough near cap,0, 
escaped,5/2/2016,15:10:45,JRM/CH/KH,FALSE,RACER,SUNNY,1,30,29.9,SIGHT,MOVING,CONSTRUCTION,open grass,inside W dev fence,322602.0186,5434709.876,SOUTH, , ,0,211,94,117,UNKNOWN,ADULT, , , , , , ,Oct-50,Oct-50,E,E,TRUE,1511,2-May,outside fence,0,escaped Before processed
989001004384243,5/2/2016,15:11:17,JRM/CH/KH,FALSE,GOPHER SNAKE,SUNNY,1,29.4,28.9,SIGHT,MOVING,GOLF COURSE,under sage,b/w 7 fairway and dev fence,322593.3419,5434712.957,SOUTH, ,15,90,305,94,117,MALE,ADULT,N/A, , , , , ,Oct-50,Oct-50,E,E,FALSE,1527,2-May,same as cap,0, 
989001004384316,5/2/2016,15:52:28,JRM/CH/KH,FALSE,RACER,SUNNY,1,30,29.6,SIGHT,MOVING,GOLF COURSE,tall grass,b/w 7 fairway and dev fence,322659.853,5434904.279,SOUTH, ,66,57.5,175,95,80,MALE,ADULT,N/A, , , , , ,50-75,Oct-50,S,S,FALSE,1601,2-May,same as cap,0, 
989001005040830,5/3/2016,17:57:59,JRM/CH,FALSE,RATTLESNAKE,SUNNY/CLOUDY,5,28.1,27.8,SIGHT,COILED,GOLF COURSE,tall grass under antelopebrush,N edge 6 fairway,322499.4945,5434967.497,SOUTH, ,44,56,190,95,95,FEMALE,ADULT,POST PARTUM, , , , , ,>100,>100,SE,SE,FALSE,1807,3-May,same as cap,0, 
989001004384309,5/3/2016,18:25:29,JRM/CH,FALSE,GOPHER SNAKE,SUNNY/CLOUDY,5,27.2,26,SIGHT,COILED,SHRUB STEPPE,antelope brush,north fairway 7,322520.8669,5435008.526,SOUTH, ,72,96.25,406,105,301,MALE,ADULT,N/A, , , , , ,>100,>100,W,W,FALSE,18:36,3-May,same as cap.,3-May, 
4c3c763828,5/3/2016,19:22:01,JRM/CH,TRUE,RATTLESNAKE,SUNNY/CLOUDY,7,27,25.2,SOUND,MOVING,GOLF COURSE,open grass,edge fairway 7 N dev fence,322664.219,5434906.248,SOUTH, ,77,46.6,166,80,86,FEMALE,SUB-ADULT,NON GRAVID, , , , , ,50-75,Oct-50,S,S,FALSE,19:26,3-May,same as cap,0, 
0a13654b65,5/3/2016,20:04:51,JRM/CH,TRUE,RATTLESNAKE,DUSK CLOUDY,7,24.9,25,SIGHT,MOVING,GOLF COURSE,under sagebrush,b/w fairway 4 and 5,322439.0323,5434764.526,SOUTH, ,72,57.7,309,107,202,MALE,ADULT,N/A, , , , , ,>100,>100,E,E,FALSE,13:25,7-May,near cap,3-May, 
989001005040901,5/4/2016,10:08:56,JRM/CH,FALSE,GOPHER SNAKE,CLOUDY,9,21.5,22.6,SIGHT,MOVING,SHRUB STEPPE,open gravel,on trail near 1st shelter,322083.1148,5435146.934,SOUTH, ,77,65.6,177,80,97,FEMALE,ADULT,NON GRAVID, , , , , ,>100,>100,S,S,FALSE,1018,4-May,same as cap,0, 
989001004384271,5/6/2016,16:16:15,JRM/CH,FALSE,RACER,SUNNY,0,24.8,0,SIGHT,MOVING,SHRUB STEPPE,on gravel,second Bridge,322097.5104,5435224.866,SOUTH, ,14,56,134,75,59,MALE,SUB-ADULT,N/A, , , , , ,>100,>100,S,S,FALSE,1630,6-May,same as cap,0, 
4a60292d31,5/6/2016,17:32:11,JRM/CH,TRUE,RATTLESNAKE,SUNNY,0,27.1,25.1,SOUND,MOVING,GOLF COURSE,antelope Brush,east edge 5th hole,322454.034,5434839.328,SOUTH, ,62,63.3,312,90,222,FEMALE,ADULT,OVA DETECTED, , , , , ,>100,>100,E,E,FALSE,17:42,6-May,sAme as cap,6-May, 
